replay,seed,swap,shop1,shop2
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111966407-replay.py,166531649,1,BAKERY,PIZZA_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111955467-replay.py,166826530,0,PET_CAFE,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111955467-replay.py,166826530,1,PET_CAFE,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111962922-replay.py,179901471,0,ICE_CREAM_SHOP,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111962922-replay.py,179901471,1,ICE_CREAM_SHOP,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111966700-replay.py,205402887,0,YARN_STORE,SMOOTHIE_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111966700-replay.py,205402887,1,YARN_STORE,SMOOTHIE_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111960500-replay.py,218549143,0,BRUNCH_SPOT,YARN_STORE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111960500-replay.py,218549143,1,BRUNCH_SPOT,YARN_STORE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111966409-replay.py,265471586,0,BAKERY,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111966409-replay.py,265471586,1,BAKERY,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111965870-replay.py,274653872,0,PET_CAFE,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111965870-replay.py,274653872,1,PET_CAFE,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111964761-replay.py,309162357,0,BAKERY,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111964761-replay.py,309162357,1,BAKERY,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111956571-replay.py,329950224,0,SMOOTHIE_SHOP,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111956571-replay.py,329950224,1,SMOOTHIE_SHOP,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111956648-replay.py,359202916,0,ICE_CREAM_SHOP,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111956648-replay.py,359202916,1,ICE_CREAM_SHOP,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111959932-replay.py,362521942,0,PIZZA_SHOP,SMOOTHIE_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111959932-replay.py,362521942,1,PIZZA_SHOP,SMOOTHIE_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111968223-replay.py,383501804,0,SMOOTHIE_SHOP,SMOOTHIE_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111968223-replay.py,383501804,1,SMOOTHIE_SHOP,SMOOTHIE_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111961524-replay.py,390307929,0,PIZZA_SHOP,BRUNCH_SPOT
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111961524-replay.py,390307929,1,PIZZA_SHOP,BRUNCH_SPOT
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111972466-replay.py,393169052,0,YARN_STORE,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111972466-replay.py,393169052,1,YARN_STORE,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111968598-replay.py,395085462,0,BAKERY,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111968598-replay.py,395085462,1,BAKERY,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111955463-replay.py,397666517,0,ICE_CREAM_SHOP,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111955463-replay.py,397666517,1,ICE_CREAM_SHOP,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111966322-replay.py,402819363,0,FARMERS_MARKET,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111966322-replay.py,402819363,1,FARMERS_MARKET,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111969029-replay.py,408170588,0,YARN_STORE,SMOOTHIE_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111969029-replay.py,408170588,1,YARN_STORE,SMOOTHIE_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111966707-replay.py,410526493,0,BRUNCH_SPOT,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111966707-replay.py,410526493,1,BRUNCH_SPOT,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111956664-replay.py,418040523,0,SMOOTHIE_SHOP,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111956664-replay.py,418040523,1,SMOOTHIE_SHOP,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111960694-replay.py,420026780,0,ICE_CREAM_SHOP,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111960694-replay.py,420026780,1,ICE_CREAM_SHOP,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111970126-replay.py,514114174,0,SMOOTHIE_SHOP,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111970126-replay.py,514114174,1,SMOOTHIE_SHOP,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111952790-replay.py,550092448,0,BRUNCH_SPOT,BRUNCH_SPOT
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111952790-replay.py,550092448,1,BRUNCH_SPOT,BRUNCH_SPOT
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111969429-replay.py,555755857,0,PIZZA_SHOP,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111969429-replay.py,555755857,1,PIZZA_SHOP,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111964485-replay.py,558428390,0,ICE_CREAM_SHOP,SMOOTHIE_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111964485-replay.py,558428390,1,ICE_CREAM_SHOP,SMOOTHIE_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111970848-replay.py,609224457,0,BRUNCH_SPOT,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111970848-replay.py,609224457,1,BRUNCH_SPOT,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111970040-replay.py,616806652,0,YARN_STORE,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111970040-replay.py,616806652,1,YARN_STORE,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111965851-replay.py,620341034,0,PET_CAFE,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111965851-replay.py,620341034,1,PET_CAFE,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111970668-replay.py,647252157,0,ICE_CREAM_SHOP,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111970668-replay.py,647252157,1,ICE_CREAM_SHOP,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111969530-replay.py,668753060,0,SMOOTHIE_SHOP,PIZZA_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111969530-replay.py,668753060,1,SMOOTHIE_SHOP,PIZZA_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111971642-replay.py,685802848,0,PIZZA_SHOP,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111971642-replay.py,685802848,1,PIZZA_SHOP,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111968219-replay.py,722805967,0,SMOOTHIE_SHOP,BRUNCH_SPOT
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111968219-replay.py,722805967,1,SMOOTHIE_SHOP,BRUNCH_SPOT
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111969208-replay.py,762927234,0,YARN_STORE,BRUNCH_SPOT
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111969208-replay.py,762927234,1,YARN_STORE,BRUNCH_SPOT
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111955396-replay.py,780104495,0,YARN_STORE,YARN_STORE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111955396-replay.py,780104495,1,YARN_STORE,YARN_STORE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111963314-replay.py,785898945,0,BAKERY,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111963314-replay.py,785898945,1,BAKERY,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111964141-replay.py,830363875,0,BAKERY,YARN_STORE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111964141-replay.py,830363875,1,BAKERY,YARN_STORE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111961699-replay.py,836990777,0,PET_CAFE,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111961699-replay.py,836990777,1,PET_CAFE,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111961030-replay.py,870758531,0,BRUNCH_SPOT,BRUNCH_SPOT
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111961030-replay.py,870758531,1,BRUNCH_SPOT,BRUNCH_SPOT
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111965249-replay.py,878712853,0,PET_CAFE,SMOOTHIE_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111965249-replay.py,878712853,1,PET_CAFE,SMOOTHIE_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111958042-replay.py,920921843,0,BRUNCH_SPOT,PIZZA_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111958042-replay.py,920921843,1,BRUNCH_SPOT,PIZZA_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111963294-replay.py,945929987,0,PIZZA_SHOP,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111963294-replay.py,945929987,1,PIZZA_SHOP,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111966984-replay.py,960788488,0,YARN_STORE,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111966984-replay.py,960788488,1,YARN_STORE,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111969357-replay.py,964426824,0,FARMERS_MARKET,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111969357-replay.py,964426824,1,FARMERS_MARKET,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111949823-replay.py,984971555,0,BAKERY,YARN_STORE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111949823-replay.py,984971555,1,BAKERY,YARN_STORE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111968960-replay.py,985593532,0,YARN_STORE,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111968960-replay.py,985593532,1,YARN_STORE,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111967120-replay.py,997515579,0,PIZZA_SHOP,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111967120-replay.py,997515579,1,PIZZA_SHOP,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111955001-replay.py,1002798308,0,FARMERS_MARKET,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111955001-replay.py,1002798308,1,FARMERS_MARKET,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111965946-replay.py,1003702766,0,YARN_STORE,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111965946-replay.py,1003702766,1,YARN_STORE,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111957345-replay.py,1015983881,0,PET_CAFE,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111957345-replay.py,1015983881,1,PET_CAFE,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111969042-replay.py,1019866725,0,PET_CAFE,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111969042-replay.py,1019866725,1,PET_CAFE,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111963390-replay.py,1057225106,0,YARN_STORE,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111963390-replay.py,1057225106,1,YARN_STORE,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111963971-replay.py,1092516207,0,PET_CAFE,BRUNCH_SPOT
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111963971-replay.py,1092516207,1,PET_CAFE,BRUNCH_SPOT
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111966733-replay.py,1113797151,0,ICE_CREAM_SHOP,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111966733-replay.py,1113797151,1,ICE_CREAM_SHOP,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111968386-replay.py,1153259389,0,SMOOTHIE_SHOP,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111968386-replay.py,1153259389,1,SMOOTHIE_SHOP,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111967741-replay.py,1188066091,0,ICE_CREAM_SHOP,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111967741-replay.py,1188066091,1,ICE_CREAM_SHOP,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111971261-replay.py,1231810796,0,SMOOTHIE_SHOP,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111971261-replay.py,1231810796,1,SMOOTHIE_SHOP,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111970503-replay.py,1240251139,0,PIZZA_SHOP,BRUNCH_SPOT
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111970503-replay.py,1240251139,1,PIZZA_SHOP,BRUNCH_SPOT
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111954321-replay.py,1309794294,0,ICE_CREAM_SHOP,SMOOTHIE_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111954321-replay.py,1309794294,1,ICE_CREAM_SHOP,SMOOTHIE_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111958019-replay.py,1311534309,0,ICE_CREAM_SHOP,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111958019-replay.py,1311534309,1,ICE_CREAM_SHOP,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111970496-replay.py,1312390787,0,ICE_CREAM_SHOP,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111970496-replay.py,1312390787,1,ICE_CREAM_SHOP,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111955177-replay.py,1329729061,0,BAKERY,YARN_STORE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111955177-replay.py,1329729061,1,BAKERY,YARN_STORE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111967442-replay.py,1371451613,0,PET_CAFE,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111967442-replay.py,1371451613,1,PET_CAFE,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111961116-replay.py,1380339772,0,PET_CAFE,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111961116-replay.py,1380339772,1,PET_CAFE,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111967831-replay.py,1388187435,0,PET_CAFE,YARN_STORE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111967831-replay.py,1388187435,1,PET_CAFE,YARN_STORE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111969081-replay.py,1420213760,0,PET_CAFE,BRUNCH_SPOT
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111969081-replay.py,1420213760,1,PET_CAFE,YARN_STORE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111969349-replay.py,1434424422,0,ICE_CREAM_SHOP,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111969349-replay.py,1434424422,1,ICE_CREAM_SHOP,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111970499-replay.py,1457944959,0,YARN_STORE,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111970499-replay.py,1457944959,1,YARN_STORE,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111971647-replay.py,1470998332,0,YARN_STORE,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111971647-replay.py,1470998332,1,YARN_STORE,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111958700-replay.py,1476300080,0,FARMERS_MARKET,BRUNCH_SPOT
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111958700-replay.py,1476300080,1,FARMERS_MARKET,BRUNCH_SPOT
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111970939-replay.py,1493416098,0,PET_CAFE,PIZZA_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111970939-replay.py,1493416098,1,PET_CAFE,PIZZA_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111968092-replay.py,1510531672,0,FARMERS_MARKET,PIZZA_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111968092-replay.py,1510531672,1,FARMERS_MARKET,PIZZA_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111968924-replay.py,1526417188,0,SMOOTHIE_SHOP,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111968924-replay.py,1526417188,1,SMOOTHIE_SHOP,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111955450-replay.py,1562991298,0,FARMERS_MARKET,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111955450-replay.py,1562991298,1,FARMERS_MARKET,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111966173-replay.py,1565151493,0,YARN_STORE,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111966173-replay.py,1565151493,1,YARN_STORE,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111970802-replay.py,1586581385,0,YARN_STORE,PIZZA_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111970802-replay.py,1586581385,1,YARN_STORE,PIZZA_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111967233-replay.py,1611843964,0,SMOOTHIE_SHOP,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111967233-replay.py,1611843964,1,SMOOTHIE_SHOP,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111970338-replay.py,1613499964,0,ICE_CREAM_SHOP,SMOOTHIE_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111970338-replay.py,1613499964,1,ICE_CREAM_SHOP,SMOOTHIE_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111959617-replay.py,1619726795,0,SMOOTHIE_SHOP,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111959617-replay.py,1619726795,1,SMOOTHIE_SHOP,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111972365-replay.py,1637283854,0,PET_CAFE,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111972365-replay.py,1637283854,1,PET_CAFE,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111958811-replay.py,1644385063,0,ICE_CREAM_SHOP,PIZZA_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111958811-replay.py,1644385063,1,ICE_CREAM_SHOP,PIZZA_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111967462-replay.py,1670943768,0,PET_CAFE,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111967462-replay.py,1670943768,1,PET_CAFE,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111970154-replay.py,1692723416,0,PIZZA_SHOP,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111970154-replay.py,1692723416,1,PIZZA_SHOP,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111963835-replay.py,1710506229,0,ICE_CREAM_SHOP,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111963835-replay.py,1710506229,1,ICE_CREAM_SHOP,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111960712-replay.py,1735041831,0,YARN_STORE,SMOOTHIE_SHOP
